# methods:
#    0 default          O(cols) cached degree-2 refs
#    1 exact_d2         O(cols*rowrefs) exact degree-2
#    2 lookahead        O(cols*rowrefs) degree-2 partner potential
#    3 weighted         O(cols*rowrefs) weighted exact/look/fill
#    4 min_fill         O(cols*rowrefs) Markowitz-style fill
#    5 min_fillsq       O(cols*rowrefs) quadratic fill
#    6 dup_partner      O(cols*rowrefs) repeated degree-2 partners
#    7 random_tie       O(cols) seeded randomized default ties
#    8 rowrefs          O(cols) column reference count
#    9 min_row_degree   O(rows*degree) minimum live row
#   10 raptorq_d2cc     O(rows*degree + cols) largest degree-2 component
#   11 topk8_lookfill   O(cols + 8*rowrefs) top-K look/fill
#   12 exact_ratio      O(cols*rowrefs) exact degree-2 per fill
#   13 min_maxrow       O(cols*rowrefs) minimize worst touched row
#   14 d3_support       O(cols*rowrefs) degree-3 support
#   15 rq_minrow        O(rows*degree) Raptor-style minimum row degree
#   16 topk4_lookfill   O(cols + 4*rowrefs) top-K look/fill
#   17 topk16_lookfill  O(cols + 16*rowrefs) top-K look/fill
#   18 rqd2_default     O(rows*degree + cols) largest degree-2 component/default tie
#   19 rqd2_minfill     O(rows*degree + cols + rowrefs) largest degree-2 component/min-fill tie
#   20 minrow_best      O(rows*degree) best column among all minimum rows
#   21 top32_lookfill   O(cols + 32*rowrefs) top-K/default pool + look/fill score
#   22 top64_lookfill   O(cols + 64*rowrefs) top-K/default pool + look/fill score
#   23 top8_ratio       O(cols + 8*rowrefs) top-K/default pool + d2/fill ratio
#   24 top16_ratio      O(cols + 16*rowrefs) top-K/default pool + d2/fill ratio
#   25 top32_ratio      O(cols + 32*rowrefs) top-K/default pool + d2/fill ratio
#   26 top16_dup        O(cols + 16*rowrefs) top-K/default pool + duplicate partners
#   27 top16_d3         O(cols + 16*rowrefs) top-K/default pool + degree-3 support
#   28 top16_livemin    O(cols + 16*rowrefs) top-K/default pool + low live refs
#   29 top16_lowref     O(cols) top-K/default pool + low reference count
#   30 top16_livemax    O(cols + 16*rowrefs) top-K/default pool + high live refs
#   31 top32_minfill    O(cols + 32*rowrefs) top-K/default pool + min-fill
#   32 top32_maxrow     O(cols + 32*rowrefs) top-K/default pool + min max-row
#   33 d2pool_default   O(rows*degree + candidates) all degree-2 endpoints + default score
#   34 d2pool_lowref    O(rows*degree + candidates) all degree-2 endpoints + low refs
#   35 d2pool_lookfill  O(rows*degree + candidates*rowrefs) all degree-2 endpoints + look/fill
#   36 d2pool_dup       O(rows*degree + candidates*rowrefs) all degree-2 endpoints + duplicate partners
#   37 d2pool_ratio     O(rows*degree + candidates*rowrefs) all degree-2 endpoints + d2/fill ratio
#   38 d2pool_minfill   O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min-fill
#   39 d2pool_maxrow    O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min max-row
#   40 rqcc_lowref      O(rows*degree + cols) largest degree-2 component + low refs
#   41 rqcc_lookfill    O(rows*degree + cols + cc*rowrefs) largest degree-2 component + look/fill
#   42 rqcc_dup         O(rows*degree + cols + cc*rowrefs) largest degree-2 component + duplicate partners
#   43 rqcc_ratio       O(rows*degree + cols + cc*rowrefs) largest degree-2 component + d2/fill ratio
#   44 rqcc_minfill     O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min-fill
#   45 rqcc_livemin     O(rows*degree + cols + cc*rowrefs) largest degree-2 component + low live refs
#   46 rqcc_maxrow      O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min max-row
#   47 minrow_default   O(rows*degree + row_degree) first minimum row + default score
#   48 minrow_lowref    O(rows*degree + row_degree) first minimum row + low refs
#   49 minrow_minfill   O(rows*degree + row_degree*rowrefs) first minimum row + min-fill
#   50 minrow_lookfill  O(rows*degree + row_degree*rowrefs) first minimum row + look/fill
#   51 minrow_ratio     O(rows*degree + row_degree*rowrefs) first minimum row + d2/fill ratio
#   52 allmin_default   O(rows*degree + candidates) all minimum rows + default score
#   53 allmin_lowref    O(rows*degree + candidates) all minimum rows + low refs
#   54 allmin_minfill   O(rows*degree + candidates*rowrefs) all minimum rows + min-fill
#   55 allmin_lookfill  O(rows*degree + candidates*rowrefs) all minimum rows + look/fill
#   56 allmin_ratio     O(rows*degree + candidates*rowrefs) all minimum rows + d2/fill ratio
#   57 global_lowref    O(cols) all columns + low reference count
#   58 global_livemin   O(cols*rowrefs) all columns + low live refs
#   59 global_livemax   O(cols*rowrefs) all columns + high live refs
#   60 global_random    O(cols) all columns + seeded randomized tie
#   61 top32_lowref     O(cols) top-K/default pool + low reference count
#   62 top64_ratio      O(cols + 64*rowrefs) top-K/default pool + d2/fill ratio
#   63 top64_minfill    O(cols + 64*rowrefs) top-K/default pool + min-fill
#   64 top32_d3         O(cols + 32*rowrefs) top-K/default pool + degree-3 support
# sweep: trials=40 threads=40 source=loss loss=0.100 overhead=0 rows_override=0 seed=0x6c0ffee1
method_id,method,cost,N,rows,source,trials,cols_mu,cols_sd,c50,c95,c99,cmax,rows_mu,rows_sd,r50,r95,r99,rmax,comp_mu,maxcomp_mu,sumsq_mu,init_todo_mu,init_d2_mu,choices_mu,build_us,greedy_us,total_us
47,minrow_default,"O(rows*degree + row_degree) first minimum row + default score",128,128,loss,40,8.38,1.70,8,11,12,12,8.38,1.70,8,11,12,12,3.75,5.50,39.62,113.00,55.17,8.38,43.4,17.4,64.6
47,minrow_default,"O(rows*degree + row_degree) first minimum row + default score",2048,2048,loss,40,42.62,6.25,42,53,64,64,42.62,6.25,42,53,64,64,42.50,1.12,42.88,1627.42,838.23,42.62,579.1,218.0,821.6
47,minrow_default,"O(rows*degree + row_degree) first minimum row + default score",32000,32000,loss,40,250.53,17.96,250,276,292,292,250.53,17.96,250,276,292,292,248.88,1.90,254.22,32000.00,16000.15,250.53,6137.9,11208.2,17690.5
48,minrow_lowref,"O(rows*degree + row_degree) first minimum row + low refs",128,128,loss,40,8.55,1.79,9,11,13,13,8.55,1.79,9,11,13,13,4.65,4.72,32.65,115.88,54.85,8.55,44.0,19.7,67.5
48,minrow_lowref,"O(rows*degree + row_degree) first minimum row + low refs",2048,2048,loss,40,39.73,6.22,40,50,58,58,39.73,6.22,40,50,58,58,39.70,1.02,39.77,1553.78,801.38,39.73,594.3,221.3,842.2
48,minrow_lowref,"O(rows*degree + row_degree) first minimum row + low refs",32000,32000,loss,40,246.93,17.61,246,278,282,282,246.93,17.61,246,278,282,282,246.55,1.35,247.68,32000.00,16005.33,246.93,6090.2,10939.5,17398.7
49,minrow_minfill,"O(rows*degree + row_degree*rowrefs) first minimum row + min-fill",128,128,loss,40,8.07,1.99,8,11,14,14,8.07,1.99,8,11,14,14,5.53,3.40,22.27,114.22,54.60,8.07,34.4,16.2,53.3
49,minrow_minfill,"O(rows*degree + row_degree*rowrefs) first minimum row + min-fill",2048,2048,loss,40,41.10,5.06,40,48,52,52,41.10,5.06,40,48,52,52,41.00,1.10,41.35,1559.95,804.20,41.10,602.2,254.3,883.0
49,minrow_minfill,"O(rows*degree + row_degree*rowrefs) first minimum row + min-fill",32000,32000,loss,40,256.90,18.21,254,286,301,301,256.90,18.21,254,286,301,301,256.38,1.30,258.00,32000.00,15998.58,256.90,6098.5,11424.4,17915.8
50,minrow_lookfill,"O(rows*degree + row_degree*rowrefs) first minimum row + look/fill",128,128,loss,40,8.32,1.68,8,11,12,12,8.32,1.68,8,11,12,12,4.25,4.88,31.27,114.47,55.42,8.32,43.2,20.9,67.8
50,minrow_lookfill,"O(rows*degree + row_degree*rowrefs) first minimum row + look/fill",2048,2048,loss,40,40.40,5.30,41,49,51,51,40.40,5.30,41,49,51,51,40.25,1.15,40.75,1522.72,783.52,40.40,573.1,207.1,805.7
50,minrow_lookfill,"O(rows*degree + row_degree*rowrefs) first minimum row + look/fill",32000,32000,loss,40,250.53,20.86,253,285,295,295,250.53,20.86,253,285,295,295,249.38,1.62,252.88,32000.00,16004.05,250.53,6153.9,10985.4,17493.5
51,minrow_ratio,"O(rows*degree + row_degree*rowrefs) first minimum row + d2/fill ratio",128,128,loss,40,7.97,1.86,8,10,12,12,7.97,1.86,8,10,12,12,4.75,3.98,23.82,116.88,56.12,7.97,37.5,18.9,59.7
51,minrow_ratio,"O(rows*degree + row_degree*rowrefs) first minimum row + d2/fill ratio",2048,2048,loss,40,42.42,5.64,42,52,58,58,42.42,5.64,42,52,58,58,42.35,1.07,42.58,1524.17,786.92,42.42,577.1,223.1,825.7
51,minrow_ratio,"O(rows*degree + row_degree*rowrefs) first minimum row + d2/fill ratio",32000,32000,loss,40,251.07,24.99,252,287,323,323,251.07,24.99,252,287,323,323,250.45,1.50,252.43,32000.00,16002.90,251.07,6058.9,10988.8,17409.7
52,allmin_default,"O(rows*degree + candidates) all minimum rows + default score",128,128,loss,40,7.42,1.70,8,11,11,11,7.42,1.70,8,11,11,11,3.00,5.40,37.38,113.25,55.15,7.42,45.3,29.9,79.2
52,allmin_default,"O(rows*degree + candidates) all minimum rows + default score",2048,2048,loss,40,37.67,4.32,38,45,47,47,37.67,4.32,38,45,47,47,37.65,1.02,37.73,1628.95,839.25,37.67,580.7,334.9,939.5
52,allmin_default,"O(rows*degree + candidates) all minimum rows + default score",32000,32000,loss,40,209.10,14.96,209,233,240,240,209.10,14.96,209,233,240,240,208.53,1.38,210.25,32000.00,16002.12,209.10,6099.7,31784.5,38259.9
53,allmin_lowref,"O(rows*degree + candidates) all minimum rows + low refs",128,128,loss,40,9.30,2.50,9,13,16,16,9.30,2.50,9,13,16,16,7.08,2.83,18.55,113.80,55.30,9.30,46.5,29.8,80.2
53,allmin_lowref,"O(rows*degree + candidates) all minimum rows + low refs",2048,2048,loss,40,46.73,6.34,47,59,61,61,46.73,6.34,47,59,61,61,46.73,1.00,46.73,1671.58,862.60,46.73,599.9,424.8,1050.2
53,allmin_lowref,"O(rows*degree + candidates) all minimum rows + low refs",32000,32000,loss,40,287.30,23.36,288,321,346,346,287.30,23.36,288,321,346,346,287.30,1.00,287.30,32000.00,16007.33,287.30,6148.8,63770.8,70284.4
54,allmin_minfill,"O(rows*degree + candidates*rowrefs) all minimum rows + min-fill",128,128,loss,40,9.22,1.82,9,12,13,13,9.22,1.82,9,12,13,13,8.05,2.00,12.62,113.08,54.75,9.22,44.8,72.2,121.0
54,allmin_minfill,"O(rows*degree + candidates*rowrefs) all minimum rows + min-fill",2048,2048,loss,40,45.67,5.93,45,58,60,60,45.67,5.93,45,58,60,60,45.67,1.00,45.67,1521.22,784.35,45.67,590.0,1367.0,1981.4
54,allmin_minfill,"O(rows*degree + candidates*rowrefs) all minimum rows + min-fill",32000,32000,loss,40,285.35,16.53,287,314,323,323,285.35,16.53,287,314,323,323,285.35,1.00,285.35,32000.00,15998.52,285.35,6246.3,399890.4,406498.5
55,allmin_lookfill,"O(rows*degree + candidates*rowrefs) all minimum rows + look/fill",128,128,loss,40,7.55,1.47,8,10,11,11,7.55,1.47,8,10,11,11,4.17,4.28,26.50,113.22,54.50,7.55,40.1,62.4,106.2
55,allmin_lookfill,"O(rows*degree + candidates*rowrefs) all minimum rows + look/fill",2048,2048,loss,40,38.33,3.76,38,44,45,45,38.33,3.76,38,44,45,45,38.27,1.05,38.42,1600.50,824.35,38.33,532.8,882.9,1439.0
55,allmin_lookfill,"O(rows*degree + candidates*rowrefs) all minimum rows + look/fill",32000,32000,loss,40,209.28,11.21,209,224,237,237,209.28,11.21,209,224,237,237,208.93,1.27,209.97,32000.00,16003.08,209.28,6235.9,148762.9,155333.3
56,allmin_ratio,"O(rows*degree + candidates*rowrefs) all minimum rows + d2/fill ratio",128,128,loss,40,8.10,1.97,8,11,12,12,8.10,1.97,8,11,12,12,6.83,2.02,12.30,114.40,55.25,8.10,41.9,65.3,111.0
56,allmin_ratio,"O(rows*degree + candidates*rowrefs) all minimum rows + d2/fill ratio",2048,2048,loss,40,39.30,4.85,39,46,49,49,39.30,4.85,39,46,49,49,39.30,1.00,39.30,1610.38,828.70,39.30,592.5,934.2,1553.0
56,allmin_ratio,"O(rows*degree + candidates*rowrefs) all minimum rows + d2/fill ratio",32000,32000,loss,40,221.38,16.54,220,246,252,252,221.38,16.54,220,246,252,252,221.38,1.00,221.38,32000.00,15999.17,221.38,6273.0,185458.7,192064.5
57,global_lowref,"O(cols) all columns + low reference count",128,128,loss,40,15.53,2.70,16,20,22,22,15.53,2.70,16,20,22,22,7.12,8.03,101.67,117.28,55.75,15.53,37.7,21.8,63.2
57,global_lowref,"O(cols) all columns + low reference count",2048,2048,loss,40,52.52,16.35,45,85,90,90,52.52,16.35,45,85,90,90,52.38,1.15,52.83,1509.65,774.70,52.52,594.0,310.1,930.9
57,global_lowref,"O(cols) all columns + low reference count",32000,32000,loss,40,365.90,163.70,287,688,754,754,365.90,163.70,287,688,754,754,365.45,1.20,366.80,32000.00,16001.17,365.90,6230.6,26224.0,32787.1
58,global_livemin,"O(cols*rowrefs) all columns + low live refs",128,128,loss,40,14.70,3.26,15,18,23,23,14.70,3.26,15,18,23,23,6.95,7.67,91.35,113.25,54.85,14.70,47.4,106.6,158.8
58,global_livemin,"O(cols*rowrefs) all columns + low live refs",2048,2048,loss,40,58.98,19.70,50,87,91,91,58.98,19.70,50,87,91,91,58.75,1.15,59.42,1672.88,860.25,58.98,573.0,4156.1,4755.9
58,global_livemin,"O(cols*rowrefs) all columns + low live refs",32000,32000,loss,40,366.88,175.37,286,696,733,733,366.88,175.37,286,696,733,733,366.23,1.23,368.23,32000.00,15997.65,366.88,6207.8,1447223.6,1453820.8
59,global_livemax,"O(cols*rowrefs) all columns + high live refs",128,128,loss,40,8.40,1.89,8,11,14,14,8.40,1.89,8,11,14,14,1.90,7.50,61.85,115.60,55.98,8.40,37.4,70.6,112.1
59,global_livemax,"O(cols*rowrefs) all columns + high live refs",2048,2048,loss,40,37.92,4.78,38,45,48,48,37.92,4.78,38,45,48,48,37.77,1.15,38.27,1534.53,789.95,37.92,439.9,1082.1,1541.8
59,global_livemax,"O(cols*rowrefs) all columns + high live refs",32000,32000,loss,40,225.80,13.65,228,244,250,250,225.80,13.65,228,244,250,250,220.00,2.83,240.55,32000.00,15998.40,225.80,6252.0,240498.1,247024.9
60,global_random,"O(cols) all columns + seeded randomized tie",128,128,loss,40,7.03,1.59,7,10,10,10,7.03,1.59,7,10,10,10,2.80,5.17,32.67,114.65,55.42,7.03,35.5,16.0,54.4
60,global_random,"O(cols) all columns + seeded randomized tie",2048,2048,loss,40,37.35,4.00,38,44,46,46,37.35,4.00,38,44,46,46,37.30,1.05,37.45,1623.25,837.00,37.35,561.9,226.5,811.4
60,global_random,"O(cols) all columns + seeded randomized tie",32000,32000,loss,40,214.62,13.99,217,237,255,255,214.62,13.99,217,237,255,255,213.57,1.57,216.78,32000.00,16003.05,214.62,6188.7,11340.1,17821.7
61,top32_lowref,"O(cols) top-K/default pool + low reference count",128,128,loss,40,11.25,2.88,11,16,18,18,11.25,2.88,11,16,18,18,6.12,5.50,51.35,116.10,55.67,11.25,41.5,43.5,89.0
61,top32_lowref,"O(cols) top-K/default pool + low reference count",2048,2048,loss,40,38.55,3.99,39,44,47,47,38.55,3.99,39,44,47,47,38.52,1.02,38.60,1512.10,779.20,38.55,584.7,369.6,979.9
61,top32_lowref,"O(cols) top-K/default pool + low reference count",32000,32000,loss,40,214.15,16.57,217,244,257,257,214.15,16.57,217,244,257,257,213.88,1.25,214.75,32000.00,15997.73,214.15,6108.9,26265.4,32731.0
62,top64_ratio,"O(cols + 64*rowrefs) top-K/default pool + d2/fill ratio",128,128,loss,40,8.25,1.55,8,10,12,12,8.25,1.55,8,10,12,12,7.40,1.70,10.30,112.40,54.80,8.25,43.6,88.8,136.5
62,top64_ratio,"O(cols + 64*rowrefs) top-K/default pool + d2/fill ratio",2048,2048,loss,40,37.67,4.98,37,45,49,49,37.67,4.98,37,45,49,49,37.67,1.00,37.67,1560.58,803.95,37.67,588.2,558.9,1174.2
62,top64_ratio,"O(cols + 64*rowrefs) top-K/default pool + d2/fill ratio",32000,32000,loss,40,217.30,14.14,217,240,244,244,217.30,14.14,217,240,244,244,217.22,1.07,217.45,32000.00,16001.62,217.30,6105.9,44931.7,51402.2
63,top64_minfill,"O(cols + 64*rowrefs) top-K/default pool + min-fill",128,128,loss,40,9.97,2.16,10,13,13,13,9.97,2.16,10,13,13,13,9.03,1.77,12.47,111.10,54.73,9.97,47.3,106.8,158.4
63,top64_minfill,"O(cols + 64*rowrefs) top-K/default pool + min-fill",2048,2048,loss,40,38.77,4.41,38,46,49,49,38.77,4.41,38,46,49,49,38.77,1.00,38.77,1613.10,831.85,38.77,582.9,643.7,1253.2
63,top64_minfill,"O(cols + 64*rowrefs) top-K/default pool + min-fill",32000,32000,loss,40,214.75,16.56,217,241,245,245,214.75,16.56,217,241,245,245,214.72,1.02,214.80,32000.00,15999.33,214.75,6094.2,42956.7,49349.3
64,top32_d3,"O(cols + 32*rowrefs) top-K/default pool + degree-3 support",128,128,loss,40,7.55,1.64,7,10,11,11,7.55,1.64,7,10,11,11,3.27,5.17,34.60,114.58,55.10,7.55,44.3,73.0,121.2
64,top32_d3,"O(cols + 32*rowrefs) top-K/default pool + degree-3 support",2048,2048,loss,40,37.23,3.57,37,43,46,46,37.23,3.57,37,43,46,46,37.20,1.02,37.27,1491.25,770.70,37.23,616.8,413.1,1055.9
64,top32_d3,"O(cols + 32*rowrefs) top-K/default pool + degree-3 support",32000,32000,loss,40,213.90,12.97,214,239,244,244,213.90,12.97,214,239,244,244,213.10,1.60,215.90,32000.00,16005.70,213.90,6106.4,26782.2,33239.2
