N,overhead,structure,method_id,method,trials,actual_N_mu,matrix_rows_mu,cols_mu,cols_var,cols_sd,c50,c95,c99,rows_mu,rows_var,rows_sd,r50,r95,r99,row_refs_mu,row_xors_mu,matrix_refs_mu,matrix_xors_mu,solve_sparse_xors_mu,solve_dense_xors_est_mu,solve_total_xors_est_mu,combined_xors_mu,build_us,greedy_us,total_us,throughput_per_s
6400,1,lt_m2_c1280,29,top16_lowref,400,6400.4925,6401.4925,56.6275,86.33374375,9.291595328575173,56,73,79,57.6275,86.33374375,9.291595328575173,57,74,80,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42652.33,3349.635,46001.965,89049.67249999999,34419.175,1709.25,36165.15,27.650929140346438
6400,1,lt_m2_c1280,40,rqcc_lowref,400,6400.4925,6401.4925,48.9075,85.57894375,9.250888808649686,47,66,73,49.9075,85.57894375,9.250888808649686,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42940.1375,2526.43,45466.5675,88514.275,34081.575,4227.55,38344.375,26.079444507831983
6400,1,lt_m2_c1280,42,rqcc_dup,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42592.5675,2525.925,45118.4925,88166.2,33524.875,48393.75,81954.575,12.2018813470755
6400,1,lt_m2_c1280,43,rqcc_ratio,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42871.92,2525.925,45397.845,88445.55249999999,32788.025,46442.95,79264.75,12.615948451234628
6400,1,lt_m2_c1280,75,ks_boundary_min,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42901.095,2525.925,45427.02,88474.7275,33319.15,45395.45,78749.05,12.698565887461498
6400,1,lt_m2_c1280,76,ks_boundary_max,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42503.31,2525.925,45029.235,88076.9425,33202.825,46221.975,79460.8,12.584821698246179
6400,1,lt_m2_c1280,78,ks_lowref,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42940.1475,2525.925,45466.0725,88513.78,33740.475,47380.175,81158.675,12.321541720586247
6400,1,lt_m2_c1280,79,ks_random,400,6400.4925,6401.4925,48.9025,85.56799375,9.25029695469286,47,66,73,49.9025,85.56799375,9.25029695469286,48,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42745.27,2525.925,45271.195,88318.9025,32878.8,44890.0,77804.425,12.852739416813375
6400,1,lt_m2_c1280,94,hyb_lowref10,400,6400.4925,6401.4925,53.7275,91.03824375,9.541396320769827,52,71,81,54.7275,91.03824375,9.541396320769827,53,72,82,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42608.03,3031.41,45639.44,88687.14749999999,34221.225,1403.1,35660.5,28.042231600790792
6400,1,lt_m2_c1280,99,hyb_rqbeam,400,6400.4925,6401.4925,49.1775,83.90099375,9.159748563688852,48,66,73,50.1775,83.90099375,9.159748563688852,49,67,74,7.7246500000000005,6.7246500000000005,49449.2,43047.7075,42890.0425,2551.505,45441.5475,88489.255,33495.9,26846.325,60382.425,16.56111028995606
6400,1,lt_m2_c1920,0,default,400,6400.4925,6401.4925,55.2875,95.44984375,9.76984358881963,54,72,84,56.2875,95.44984375,9.76984358881963,55,73,85,8.158499999999998,7.158499999999999,52226.5775,45825.085,45252.0475,3207.445,48459.4925,94284.5775,48234.9,1087.325,49358.925,20.259760519500777
6400,1,lt_m2_c1920,7,random_tie,400,6400.4925,6401.4925,55.2625,96.13359375,9.804774028502646,54,73,84,56.2625,96.13359375,9.804774028502646,55,74,85,8.158499999999998,7.158499999999999,52226.5775,45825.085,45252.085,3205.34,48457.425,94282.51000000001,49443.375,1258.45,50739.225,19.708617938094246
6400,1,lt_m2_c1920,10,raptorq_d2cc,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45699.735,2600.06,48299.795,94124.88,47878.075,3949.925,51867.325,19.27996093879914
6400,1,lt_m2_c1920,18,rqd2_default,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45329.125,2600.06,47929.185,93754.26999999999,48504.0,4132.65,52672.325,18.985302053782515
6400,1,lt_m2_c1920,19,rqd2_minfill,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45654.2875,2600.06,48254.3475,94079.4325,47220.8,62171.475,109428.85,9.13835793760055
6400,1,lt_m2_c1920,29,top16_lowref,400,6400.4925,6401.4925,57.5725,99.90974375,9.99548616876638,56,75,85,58.5725,99.90974375,9.99548616876638,57,76,86,8.158499999999998,7.158499999999999,52226.5775,45825.085,45395.245,3472.075,48867.32,94692.405,49471.925,1760.375,51270.825,19.50426972844693
6400,1,lt_m2_c1920,40,rqcc_lowref,400,6400.4925,6401.4925,49.5375,97.50859375,9.874643980924072,48,69,76,50.5375,97.50859375,9.874643980924072,49,70,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45699.73,2601.01,48300.74,94125.825,48990.975,4324.95,53352.375,18.743308053296598
6400,1,lt_m2_c1920,42,rqcc_dup,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45330.89,2600.06,47930.95,93756.035,48360.025,65779.525,114178.275,8.75823356063139
6400,1,lt_m2_c1920,43,rqcc_ratio,400,6400.4925,6401.4925,49.5275,97.22424375,9.860235481467976,48,68,76,50.5275,97.22424375,9.860235481467976,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45622.31,2599.725,48222.035,94047.12,49565.45,71353.99999999999,120967.5,8.266683200033066
6400,1,lt_m2_c1920,75,ks_boundary_min,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45661.4025,2600.06,48261.4625,94086.5475,49057.125,67865.975,116971.775,8.549070919031536
6400,1,lt_m2_c1920,76,ks_boundary_max,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45234.995,2600.06,47835.055,93660.14,49101.3,69753.05,118904.5,8.410110635005404
6400,1,lt_m2_c1920,78,ks_lowref,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45699.72,2600.06,48299.78,94124.86499999999,48302.1,65969.9,114315.525,8.74771821237754
6400,1,lt_m2_c1920,79,ks_random,400,6400.4925,6401.4925,49.53,97.3091,9.864537495493643,48,68,76,50.53,97.3091,9.864537495493643,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45491.65,2600.06,48091.71,93916.795,48240.875,63545.225,111823.05,8.942700096268167
6400,1,lt_m2_c1920,94,hyb_lowref10,400,6400.4925,6401.4925,54.585,96.142775,9.805242220363555,53,72,84,55.585,96.142775,9.805242220363555,54,73,85,8.158499999999998,7.158499999999999,52226.5775,45825.085,45348.6475,3130.25,48478.8975,94303.9825,48766.45,1395.6,50197.95,19.92113223747185
6400,1,lt_m2_c1920,99,hyb_rqbeam,400,6400.4925,6401.4925,49.7675,98.11344375,9.905223054025589,48,68,76,50.7675,98.11344375,9.905223054025589,49,69,77,8.158499999999998,7.158499999999999,52226.5775,45825.085,45646.86,2624.685,48271.545,94096.63,46835.325,18262.4,65135.175,15.35268769908118
6400,1,lt_m2_c2560_fold,0,default,400,6400.4925,6401.4925,54.8675,82.98494375,9.10960722259747,54,72,83,55.8675,82.98494375,9.10960722259747,55,73,84,8.985225,7.985225000000001,57518.325,51116.8325,50489.0175,3148.295,53637.3125,104754.14499999999,63100.575,1069.525,64206.95,15.574637948072601
6400,1,lt_m2_c2560_fold,7,random_tie,400,6400.4925,6401.4925,54.785,82.503775,9.083158866826013,53,72,84,55.785,82.503775,9.083158866826013,54,73,85,8.985225,7.985225000000001,57518.325,51116.8325,50489.565,3138.685,53628.25,104745.08249999999,62285.15,1124.6,63444.15,15.761894516673326
6400,1,lt_m2_c2560_fold,10,raptorq_d2cc,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50964.255,2515.285,53479.54,104596.3725,62647.675,3968.5,66650.8,15.003570849862266
6400,1,lt_m2_c2560_fold,18,rqd2_default,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50575.93,2515.285,53091.215,104208.04749999999,64966.2,4255.85,69259.65,14.438421216393673
6400,1,lt_m2_c2560_fold,19,rqd2_minfill,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50900.27,2515.285,53415.555,104532.3875,62464.15,116982.075,179482.825,5.5715637415446295
6400,1,lt_m2_c2560_fold,29,top16_lowref,400,6400.4925,6401.4925,57.6025,88.47949375,9.40635390308062,56,75,86,58.6025,88.47949375,9.40635390308062,57,76,87,8.985225,7.985225000000001,57518.325,51116.8325,50641.175,3464.13,54105.305,105222.1375,62923.775,1675.025,64636.15,15.471218505433878
6400,1,lt_m2_c2560_fold,40,rqcc_lowref,400,6400.4925,6401.4925,48.8375,83.33609375,9.128860484748357,47,66,78,49.8375,83.33609375,9.128860484748357,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50964.235,2517.275,53481.51,104598.3425,61498.75,4055.85,65587.4,15.246830946187837
6400,1,lt_m2_c2560_fold,42,rqcc_dup,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50577.5625,2515.285,53092.8475,104209.68,61955.1,118972.575,180963.5,5.525976232776223
6400,1,lt_m2_c2560_fold,43,rqcc_ratio,400,6400.4925,6401.4925,48.8225,83.09599374999999,9.115700398214061,47,66,78,49.8225,83.09599374999999,9.115700398214061,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50867.1325,2515.555,53382.6875,104499.51999999999,63839.95,128737.075,192615.6,5.191687485333483
6400,1,lt_m2_c2560_fold,75,ks_boundary_min,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50929.565,2515.285,53444.85,104561.6825,64862.075,130284.9,195186.1,5.123315645939951
6400,1,lt_m2_c2560_fold,76,ks_boundary_max,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50473.06,2515.285,52988.345,104105.17749999999,64945.45,132921.625,197908.85,5.052831139183518
6400,1,lt_m2_c2560_fold,78,ks_lowref,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50964.205,2515.285,53479.49,104596.3225,63599.925,125077.425,188715.625,5.298978290748315
6400,1,lt_m2_c2560_fold,79,ks_random,400,6400.4925,6401.4925,48.82,83.07260000000001,9.114417150865984,47,66,78,49.82,83.07260000000001,9.114417150865984,48,67,79,8.985225,7.985225000000001,57518.325,51116.8325,50742.78,2515.285,53258.065,104374.89749999999,64571.35,133229.275,197841.15,5.05456018629087
6400,1,lt_m2_c2560_fold,94,hyb_lowref10,400,6400.4925,6401.4925,54.17,85.10610000000001,9.22529674319477,53,71,83,55.17,85.10610000000001,9.22529674319477,54,72,84,8.985225,7.985225000000001,57518.325,51116.8325,50595.645,3073.665,53669.31,104786.14249999999,64618.45,1483.8,66140.975,15.119220725125384
6400,1,lt_m2_c2560_fold,99,hyb_rqbeam,400,6400.4925,6401.4925,48.9975,82.45749375,9.080610868768687,47,66,79,49.9975,82.45749375,9.080610868768687,48,67,80,8.985225,7.985225000000001,57518.325,51116.8325,50905.6875,2532.21,53437.8975,104554.73,63089.375,13608.375,76740.625,13.030907684163376
6400,1,lt_m2_c3200,0,default,400,6400.4925,6401.4925,53.9725,80.54674374999999,8.974783771768543,53,69,79,54.9725,80.54674374999999,8.974783771768543,54,70,80,8.678525,7.6785250000000005,55555.545,49154.0525,48552.2425,3047.55,51599.7925,100753.845,76659.3,1078.075,77773.775,12.857804574871158
6400,1,lt_m2_c3200,7,random_tie,400,6400.4925,6401.4925,54.0375,80.07609375,8.948524668904925,53,69,79,55.0375,80.07609375,8.948524668904925,54,70,80,8.678525,7.6785250000000005,55555.545,49154.0525,48551.0975,3054.165,51605.2625,100759.315,75543.2,1199.225,76779.25,13.024352282680542
6400,1,lt_m2_c3200,10,raptorq_d2cc,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,49013.12,2481.54,51494.66,100648.7125,75828.875,4056.35,79920.075,12.512500770300829
6400,1,lt_m2_c3200,18,rqd2_default,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48630.5475,2481.54,51112.0875,100266.14,76627.225,4071.225,80737.25,12.385856590359468
6400,1,lt_m2_c3200,19,rqd2_minfill,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48955.2325,2481.54,51436.7725,100590.825,76114.225,96229.325,172388.5,5.800850984839476
6400,1,lt_m2_c3200,29,top16_lowref,400,6400.4925,6401.4925,56.9825,82.40219375000001,9.07756540874259,56,72,82,57.9825,82.40219375000001,9.07756540874259,57,73,83,8.678525,7.6785250000000005,55555.545,49154.0525,48692.4975,3386.39,52078.8875,101232.94,78721.475,2058.825,80834.85,12.370901906788964
6400,1,lt_m2_c3200,40,rqcc_lowref,400,6400.4925,6401.4925,48.5025,82.31499375,9.072761087452927,47,64,74,49.5025,82.31499375,9.072761087452927,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,49013.115,2483.31,51496.425,100650.47750000001,77515.7,4536.875,82099.275,12.180375527067689
6400,1,lt_m2_c3200,42,rqcc_dup,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48631.7675,2481.54,51113.3075,100267.36,76869.725,103133.575,180049.7,5.554022028362168
6400,1,lt_m2_c3200,43,rqcc_ratio,400,6400.4925,6401.4925,48.4875,82.25484375,9.0694456142589,47,64,74,49.4875,82.25484375,9.0694456142589,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48921.6925,2481.78,51403.4725,100557.525,75051.225,93536.575,168624.525,5.930335459803371
6400,1,lt_m2_c3200,75,ks_boundary_min,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48977.435,2481.54,51458.975,100613.0275,78196.525,97961.35,176195.275,5.675521094422084
6400,1,lt_m2_c3200,76,ks_boundary_max,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48529.565,2481.54,51011.105,100165.1575,77428.625,97512.2,174978.2,5.714997639705975
6400,1,lt_m2_c3200,78,ks_lowref,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,49013.095,2481.54,51494.635,100648.6875,76117.6,98101.725,174256.15,5.738678376631183
6400,1,lt_m2_c3200,79,ks_random,400,6400.4925,6401.4925,48.485,82.25977499999999,9.069717470792572,47,64,74,49.485,82.25977499999999,9.069717470792572,48,65,75,8.678525,7.6785250000000005,55555.545,49154.0525,48795.385,2481.54,51276.925,100430.97750000001,77169.025,102705.35,179914.1,5.558208055955592
6400,1,lt_m2_c3200,94,hyb_lowref10,400,6400.4925,6401.4925,53.3075,82.94294375,9.107301672284716,52,69,80,54.3075,82.94294375,9.107301672284716,53,70,81,8.678525,7.6785250000000005,55555.545,49154.0525,48646.6825,2977.94,51624.6225,100778.67499999999,74524.8,1294.4,75852.825,13.183424612069492
6400,1,lt_m2_c3200,99,hyb_rqbeam,400,6400.4925,6401.4925,48.725,81.639375,9.03545101253944,48,65,74,49.725,81.639375,9.03545101253944,49,66,75,8.678525,7.6785250000000005,55555.545,49154.0525,48962.1575,2504.49,51466.6475,100620.7,68978.45,13125.825,82139.025,12.174481009483618
6400,2,wirehair_rand,0,default,400,6400.4925,6402.4925,69.3925,144.03344375,12.001393408683844,68,91,105,71.3925,144.03344375,12.001393408683844,70,93,107,5.737375000000001,4.737374999999999,36733.48,30330.9875,29925.135,5098.1375,35023.2725,65354.259999999995,3161.15,1168.4,4378.2,228.4043670914988
6400,2,wirehair_rand,7,random_tie,400,6400.4925,6402.4925,69.505,144.894975,12.037232863079455,68,92,105,71.505,144.894975,12.037232863079455,70,94,107,5.737375000000001,4.737374999999999,36733.48,30330.9875,29924.055,5114.85,35038.905,65369.8925,3557.425,1576.775,5174.0,193.2740626207963
6400,2,wirehair_rand,10,raptorq_d2cc,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30266.4875,4344.8625,34611.35,64942.337499999994,3384.65,5146.2,8565.0,116.75423234092236
6400,2,wirehair_rand,18,rqd2_default,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,29985.1525,4344.8625,34330.015,64661.0025,3525.6,5237.9,8798.125,113.66058108972082
6400,2,wirehair_rand,19,rqd2_minfill,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30258.375,4344.8625,34603.2375,64934.225000000006,3099.225,13223.25,16356.325,61.13842810044432
6400,2,wirehair_rand,29,top16_lowref,400,6400.4925,6402.4925,70.715,146.78877500000002,12.115641749408077,69,94,108,72.715,146.78877500000002,12.115641749408077,71,96,110,5.737375000000001,4.737374999999999,36733.48,30330.9875,30019.3375,5288.83,35308.1675,65639.155,3223.975,1926.525,5184.7,192.87519046425058
6400,2,wirehair_rand,40,rqcc_lowref,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30266.4875,4344.8625,34611.35,64942.337499999994,3254.95,5152.325,8439.85,118.4855181075493
6400,2,wirehair_rand,42,rqcc_dup,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,29986.2175,4344.8625,34331.08,64662.067500000005,3136.475,15223.9,18394.175,54.36503675756048
6400,2,wirehair_rand,43,rqcc_ratio,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30207.76,4344.8625,34552.6225,64883.61,3264.025,15381.175,18680.275,53.53240249407463
6400,2,wirehair_rand,75,ks_boundary_min,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30213.575,4344.8625,34558.4375,64889.425,3367.45,14707.475,18110.6,55.21628217728844
6400,2,wirehair_rand,76,ks_boundary_max,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,29927.695,4344.8625,34272.5575,64603.545,3189.85,14915.6,18140.15,55.126335780023865
6400,2,wirehair_rand,78,ks_lowref,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30266.49,4344.8625,34611.3525,64942.34,3197.125,13900.9,17133.6,58.3648503525237
6400,2,wirehair_rand,79,ks_random,400,6400.4925,6402.4925,63.9025,133.52799375,11.555431352831446,62,85,98,65.9025,133.52799375,11.555431352831446,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30120.1375,4344.8625,34465.0,64795.9875,3298.9,14130.425,17464.425,57.25925703251038
6400,2,wirehair_rand,94,hyb_lowref10,400,6400.4925,6402.4925,68.9,146.245,12.093179896123269,67,91,105,70.9,146.245,12.093179896123269,69,93,107,5.737375000000001,4.737374999999999,36733.48,30330.9875,29955.4375,5031.255,34986.6925,65317.67999999999,3957.825,1762.425,5762.85,173.52525226233547
6400,2,wirehair_rand,99,hyb_rqbeam,400,6400.4925,6402.4925,63.94,133.29139999999998,11.54518947440881,62,85,98,65.94,133.29139999999998,11.54518947440881,64,87,100,5.737375000000001,4.737374999999999,36733.48,30330.9875,30257.685,4349.495,34607.18,64938.167499999996,3175.475,85752.525,88974.75,11.239143689642287
6400,2,rs_c001_d50_c128,0,default,400,6400.4925,6402.4925,65.5125,91.38484375,9.559542026164225,65,83,92,67.5125,91.38484375,9.559542026164225,67,85,94,5.5717,4.5717,35672.88,29270.3875,28996.2575,4514.2975,33510.555,62780.942500000005,18020.15,1010.975,19073.825,52.42786908236811
6400,2,rs_c001_d50_c128,7,random_tie,400,6400.4925,6402.4925,65.4075,92.63644375,9.624782789756868,65,83,92,67.4075,92.63644375,9.624782789756868,67,85,94,5.5717,4.5717,35672.88,29270.3875,28997.135,4501.5925,33498.7275,62769.115000000005,18077.075,1124.075,19237.25,51.98248190359849
6400,2,rs_c001_d50_c128,10,raptorq_d2cc,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29226.52,3934.72,33161.24,62431.6275,18823.475,3624.2,22482.55,44.47894033372549
6400,2,rs_c001_d50_c128,18,rqd2_default,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29044.36,3934.72,32979.08,62249.4675,18671.65,3509.625,22215.975,45.01265418240703
6400,2,rs_c001_d50_c128,19,rqd2_minfill,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29223.5875,3934.72,33158.3075,62428.69500000001,18271.7,11367.2,29674.775,33.69865483394567
6400,2,rs_c001_d50_c128,29,top16_lowref,400,6400.4925,6402.4925,66.1575,92.59269375,9.622509742785402,65,81,93,68.1575,92.59269375,9.622509742785402,67,83,95,5.5717,4.5717,35672.88,29270.3875,29073.8525,4601.7225,33675.575,62945.962499999994,17781.875,1401.825,19218.875,52.03218190450794
6400,2,rs_c001_d50_c128,40,rqcc_lowref,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29226.5225,3934.72,33161.2425,62431.630000000005,17928.275,3297.875,21263.0,47.03005220335795
6400,2,rs_c001_d50_c128,42,rqcc_dup,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29045.28,3934.72,32980.0,62250.3875,17647.225,12075.0,29756.85,33.60570759337766
6400,2,rs_c001_d50_c128,43,rqcc_ratio,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29176.94,3934.72,33111.66,62382.0475,17622.2,12081.325,29739.575,33.62522833631617
6400,2,rs_c001_d50_c128,75,ks_boundary_min,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29179.7425,3934.72,33114.4625,62384.850000000006,18288.9,11859.925,30185.0,33.129037601457675
6400,2,rs_c001_d50_c128,76,ks_boundary_max,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29012.47,3934.72,32947.19,62217.5775,17377.95,11969.975,29383.975,34.03215528191812
6400,2,rs_c001_d50_c128,78,ks_lowref,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29226.515,3934.72,33161.235,62431.6225,17764.5,11119.35,28919.175,34.57913304926576
6400,2,rs_c001_d50_c128,79,ks_random,400,6400.4925,6402.4925,61.005,91.099975,9.544630689555254,60,78,88,63.005,91.099975,9.544630689555254,62,80,90,5.5717,4.5717,35672.88,29270.3875,29136.5225,3934.72,33071.2425,62341.630000000005,17713.7,10860.725,28610.0,34.95281370150297
6400,2,rs_c001_d50_c128,94,hyb_lowref10,400,6400.4925,6402.4925,65.135,92.78677499999999,9.632589215782016,64,82,92,67.135,92.78677499999999,9.632589215782016,66,84,94,5.5717,4.5717,35672.88,29270.3875,29040.64,4465.625,33506.265,62776.6525,18303.25,1420.075,19757.175,50.61452358446995
6400,2,rs_c001_d50_c128,99,hyb_rqbeam,400,6400.4925,6402.4925,61.13,90.93809999999999,9.536147020678738,60,78,88,63.13,90.93809999999999,9.536147020678738,62,80,90,5.5717,4.5717,35672.88,29270.3875,29200.0325,3950.075,33150.1075,62420.494999999995,17443.4,79628.5,97114.4,10.297134101636834
6400,2,lt_m2_c96_fold,0,default,400,6400.4925,6402.4925,62.175,101.289375,10.064262268045285,60,81,91,64.175,101.289375,10.064262268045285,62,83,93,6.129825,5.129825,39245.93,32843.4375,32415.8675,4091.37,36507.2375,69350.675,6791.325,1463.45,8298.4,120.50515762074617
