K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu,heavy_muladds_mu,heavy_divs_mu,runaway_rate
3200,dense,62,6,1,200000,0.000235,1.000000,5.0305,17,5:0.969940|6:0.029825|7:0.000190|8:0.000015|9:0.000005|11:0.000005|13:0.000010|15:0.000005|17:0.000005,112.36,7.40,165,107.33,3155.64,107.36,7.7276,8155.0,38610.1,124573.4,6339.7,21465.8,710.2,6.0,0.000000
3200,ldpcdense_s62_d12_h12,62,12,0,200000,0.000330,1.000000,12.0003,13,12:0.999670|13:0.000330,125.29,8.48,174,113.29,3160.71,113.29,7.7287,17846.0,28382.5,149399.3,7884.3,28199.1,1647.5,12.0,0.000000
3200,ldpcdense_s62_d12_h12,62,12,1,200000,0.000000,1.000000,11.0005,12,11:0.999520|12:0.000480,124.85,8.39,181,113.85,3161.15,113.85,7.7276,17846.0,28376.8,149253.9,7829.0,28133.6,1642.2,12.0,0.000000
3200,ldpcdense_s62_d12_s2_h12,62,12,0,200000,0.000275,1.000000,12.0003,13,12:0.999725|13:0.000275,125.48,8.48,176,113.48,3160.52,113.48,7.7287,11320.0,28142.9,149567.3,7907.8,28328.5,1649.7,12.0,0.000000
3200,ldpcdense_s62_d12_s2_h12,62,12,1,200000,0.000000,1.000000,11.0005,12,11:0.999475|12:0.000525,125.05,8.38,174,114.05,3160.95,114.05,7.7276,11320.0,28138.9,149439.5,7853.2,28267.7,1644.6,12.0,0.000000
6400,dense,74,6,0,200000,0.016425,1.000000,6.0204,38,6:0.983575|7:0.015720|8:0.000180|9:0.000075|10:0.000060|11:0.000085|12:0.000040|13:0.000045|14:0.000040|15:0.000035|16:0.000025|17:0.000020|18:0.000005|19:0.000010|21:0.000025|22:0.000020|25:0.000005|26:0.000020|28:0.000010|38:0.000005,152.65,10.27,219,146.63,6327.35,146.65,7.7279,16185.0,82851.7,313406.7,11703.3,54145.8,951.9,6.0,0.000000
6400,dense,74,6,1,200000,0.000815,1.000000,5.0363,35,5:0.968090|6:0.031095|7:0.000265|8:0.000090|9:0.000055|10:0.000065|11:0.000060|12:0.000060|13:0.000045|14:0.000020|15:0.000005|16:0.000015|17:0.000010|18:0.000020|19:0.000025|20:0.000015|21:0.000010|22:0.000010|23:0.000005|24:0.000005|26:0.000005|27:0.000005|28:0.000005|31:0.000005|32:0.000005|34:0.000005|35:0.000005,152.24,10.26,221,147.21,6327.76,147.24,7.7282,16185.0,82849.0,313173.4,11641.3,54075.9,949.5,6.0,0.000000
6400,ldpcdense_s74_d12_h12,74,12,0,200000,0.000295,1.000000,12.0004,26,12:0.999705|13:0.000260|14:0.000020|16:0.000010|26:0.000005,154.03,11.67,224,142.03,6343.97,142.03,7.7279,35488.0,59543.8,367182.2,11930.2,53619.8,1992.3,12.0,0.000000
6400,ldpcdense_s74_d12_h12,74,12,1,200000,0.000040,1.000000,11.0008,23,11:0.999390|12:0.000570|13:0.000005|14:0.000005|15:0.000005|16:0.000005|19:0.000005|20:0.000005|22:0.000005|23:0.000005,153.71,11.63,228,142.71,6344.29,142.71,7.7282,35488.0,59528.5,366973.4,11880.6,53646.1,1988.5,12.0,0.000000
6400,ldpcdense_s74_d12_s2_h12,74,12,0,200000,0.000420,1.000000,12.0011,34,12:0.999580|13:0.000315|14:0.000020|15:0.000005|16:0.000005|17:0.000005|18:0.000010|19:0.000030|21:0.000005|23:0.000015|24:0.000005|34:0.000005,154.33,11.68,227,142.33,6343.67,142.33,7.7279,22538.0,58779.2,367660.1,11976.8,53942.7,1996.0,12.0,0.000000
6400,ldpcdense_s74_d12_s2_h12,74,12,1,200000,0.000135,1.000000,11.0016,30,11:0.999255|12:0.000610|13:0.000020|14:0.000025|15:0.000010|16:0.000010|17:0.000005|18:0.000020|20:0.000015|24:0.000005|25:0.000010|28:0.000005|29:0.000005|30:0.000005,153.98,11.61,227,142.98,6344.02,142.98,7.7282,22538.0,58765.7,367393.9,11922.0,53930.8,1991.8,12.0,0.000000
10000,dense,86,6,0,200000,0.017540,1.000000,6.0300,55,6:0.982460|7:0.016045|8:0.000245|9:0.000110|10:0.000145|11:0.000075|12:0.000080|13:0.000105|14:0.000065|15:0.000115|16:0.000060|17:0.000065|18:0.000015|19:0.000050|20:0.000065|21:0.000020|22:0.000050|23:0.000035|24:0.000030|25:0.000030|26:0.000015|27:0.000010|28:0.000015|29:0.000025|31:0.000010|32:0.000005|33:0.000010|34:0.000015|35:0.000005|36:0.000005|37:0.000005|40:0.000005|42:0.000005|55:0.000005,193.33,12.79,271,187.30,9898.67,187.33,7.7283,25215.0,133602.7,582608.7,18770.0,110887.2,1196.0,6.0,0.000000
10000,dense,86,6,1,200000,0.001790,1.000000,5.0465,58,5:0.967525|6:0.030685|7:0.000370|8:0.000180|9:0.000115|10:0.000150|11:0.000110|12:0.000095|13:0.000090|14:0.000060|15:0.000090|16:0.000060|17:0.000080|18:0.000040|19:0.000020|20:0.000050|21:0.000045|22:0.000035|23:0.000010|24:0.000015|25:0.000020|26:0.000015|27:0.000010|28:0.000010|29:0.000010|30:0.000020|31:0.000005|32:0.000030|34:0.000010|36:0.000005|38:0.000005|39:0.000005|44:0.000010|46:0.000005|49:0.000005|51:0.000005|58:0.000005,192.93,12.75,277,187.88,9899.07,187.93,7.7283,25215.0,133575.5,582272.0,18691.3,110764.5,1193.6,6.0,0.000000
10000,ldpcdense_s86_d12_h12,86,12,0,200000,0.000420,1.000000,12.0014,43,12:0.999580|13:0.000265|14:0.000030|15:0.000015|16:0.000015|17:0.000025|19:0.000010|20:0.000005|21:0.000010|22:0.000015|23:0.000005|24:0.000005|25:0.000005|28:0.000005|30:0.000005|43:0.000005,180.30,14.52,281,168.30,9929.70,168.30,7.7283,55330.0,96369.3,670569.3,16359.5,87257.9,2307.6,12.0,0.000000
10000,ldpcdense_s86_d12_h12,86,12,1,200000,0.000185,1.000000,11.0023,46,11:0.999295|12:0.000520|13:0.000025|14:0.000020|15:0.000010|16:0.000010|17:0.000010|18:0.000020|19:0.000005|20:0.000030|22:0.000010|24:0.000005|26:0.000005|27:0.000005|32:0.000010|34:0.000005|37:0.000005|39:0.000005|46:0.000005,179.89,14.42,276,168.89,9930.11,168.89,7.7283,55330.0,96353.5,670188.2,16283.6,87137.9,2302.7,12.0,0.000000
10000,ldpcdense_s86_d12_s2_h12,86,12,0,200000,0.000850,1.000000,12.0040,52,12:0.999150|13:0.000400|14:0.000065|15:0.000035|16:0.000045|17:0.000050|18:0.000040|19:0.000035|20:0.000035|21:0.000010|22:0.000020|23:0.000015|24:0.000025|25:0.000015|26:0.000010|28:0.000005|30:0.000015|31:0.000005|32:0.000005|33:0.000005|35:0.000005|38:0.000005|52:0.000005,180.67,14.50,273,168.66,9929.33,168.67,7.7283,35156.0,94758.5,671424.9,16424.9,87787.5,2312.0,12.0,0.000000
10000,ldpcdense_s86_d12_s2_h12,86,12,1,200000,0.000465,1.000000,11.0050,54,11:0.998885|12:0.000650|13:0.000060|14:0.000050|15:0.000065|16:0.000020|17:0.000040|18:0.000035|19:0.000005|20:0.000020|21:0.000020|22:0.000005|23:0.000020|24:0.000010|25:0.000010|26:0.000025|27:0.000015|28:0.000010|30:0.000005|31:0.000015|33:0.000005|40:0.000010|41:0.000010|48:0.000005|54:0.000005,180.28,14.42,273,169.28,9929.72,169.28,7.7283,35156.0,94754.1,671136.4,16354.3,87712.7,2307.4,12.0,0.000000
16000,dense,114,6,0,200000,0.016540,1.000000,6.0301,62,6:0.983460|7:0.015250|8:0.000170|9:0.000110|10:0.000105|11:0.000100|12:0.000045|13:0.000065|14:0.000035|15:0.000050|16:0.000040|17:0.000010|18:0.000060|19:0.000045|20:0.000070|21:0.000045|22:0.000030|23:0.000045|24:0.000035|25:0.000035|26:0.000010|27:0.000010|28:0.000015|29:0.000010|30:0.000020|31:0.000015|32:0.000015|33:0.000010|34:0.000010|36:0.000015|38:0.000005|40:0.000010|41:0.000010|43:0.000005|44:0.000005|46:0.000005|47:0.000005|50:0.000005|54:0.000005|57:0.000005|62:0.000005,267.54,16.14,380,261.51,15852.46,261.54,7.7285,40285.0,220738.1,1228107.0,35919.8,295790.4,1641.3,6.0,0.000000
16000,dense,114,6,1,200000,0.001505,1.000000,5.0440,61,5:0.967625|6:0.030870|7:0.000385|8:0.000125|9:0.000110|10:0.000090|11:0.000110|12:0.000055|13:0.000095|14:0.000025|15:0.000070|16:0.000050|17:0.000040|18:0.000050|19:0.000030|20:0.000035|21:0.000030|22:0.000015|23:0.000010|24:0.000020|25:0.000025|26:0.000010|27:0.000020|28:0.000020|29:0.000010|30:0.000005|31:0.000015|33:0.000005|34:0.000005|35:0.000010|40:0.000005|43:0.000005|47:0.000010|48:0.000010|61:0.000005,267.15,16.06,359,262.11,15852.85,262.15,7.7283,40285.0,220752.3,1227263.3,35814.6,295589.8,1638.9,6.0,0.000000
16000,ldpcdense_s114_d12_h12,114,12,0,200000,0.000535,1.000000,12.0027,50,12:0.999465|13:0.000315|14:0.000030|15:0.000005|16:0.000020|17:0.000015|18:0.000020|19:0.000015|20:0.000015|21:0.000010|22:0.000010|24:0.000015|26:0.000005|28:0.000010|29:0.000010|31:0.000005|32:0.000005|34:0.000005|35:0.000005|38:0.000005|42:0.000005|45:0.000005|50:0.000005,229.18,18.12,337,217.18,15908.82,217.18,7.7285,88428.0,158067.7,1373006.3,26425.8,181755.6,2894.2,12.0,0.000000
16000,ldpcdense_s114_d12_h12,114,12,1,200000,0.000170,1.000000,11.0021,49,11:0.999345|12:0.000485|13:0.000025|14:0.000020|15:0.000020|16:0.000020|17:0.000010|18:0.000005|19:0.000015|21:0.000005|22:0.000005|23:0.000010|28:0.000005|31:0.000005|35:0.000010|36:0.000010|49:0.000005,228.86,18.05,332,217.86,15909.14,217.86,7.7283,88428.0,158075.9,1372393.1,26351.2,181787.3,2890.3,12.0,0.000000
16000,ldpcdense_s114_d12_s2_h12,114,12,0,200000,0.000930,1.000000,12.0059,57,12:0.999070|13:0.000365|14:0.000075|15:0.000055|16:0.000065|17:0.000055|18:0.000025|19:0.000040|20:0.000035|21:0.000015|22:0.000015|23:0.000015|24:0.000010|25:0.000020|26:0.000010|27:0.000005|28:0.000020|29:0.000020|30:0.000010|31:0.000005|32:0.000010|33:0.000005|36:0.000015|37:0.000010|41:0.000005|42:0.000005|44:0.000005|50:0.000005|52:0.000005|57:0.000005,229.74,18.10,338,217.74,15908.26,217.74,7.7285,56198.0,155304.0,1375148.7,26554.4,183096.7,2900.9,12.0,0.000000
16000,ldpcdense_s114_d12_s2_h12,114,12,1,200000,0.000465,1.000000,11.0046,54,11:0.998970|12:0.000565|13:0.000105|14:0.000050|15:0.000055|16:0.000035|17:0.000010|18:0.000015|19:0.000040|20:0.000010|21:0.000020|22:0.000010|23:0.000015|24:0.000010|25:0.000010|26:0.000015|27:0.000010|28:0.000005|30:0.000005|31:0.000005|32:0.000005|38:0.000005|39:0.000005|43:0.000005|45:0.000010|46:0.000005|54:0.000005,229.38,18.02,336,218.37,15908.62,218.38,7.7283,56198.0,155286.7,1374337.9,26469.4,183017.8,2896.5,12.0,0.000000
20000,dense,134,6,0,200000,0.016180,1.000000,6.0256,64,6:0.983820|7:0.015265|8:0.000130|9:0.000080|10:0.000075|11:0.000055|12:0.000045|13:0.000060|14:0.000060|15:0.000035|16:0.000035|17:0.000020|18:0.000015|19:0.000015|20:0.000040|21:0.000025|22:0.000015|23:0.000010|24:0.000005|25:0.000030|26:0.000010|27:0.000005|28:0.000010|29:0.000025|30:0.000030|32:0.000005|35:0.000010|36:0.000015|37:0.000005|40:0.000005|41:0.000015|42:0.000010|46:0.000005|49:0.000005|51:0.000005|64:0.000005,317.70,18.01,440,311.67,19822.30,311.70,7.7286,50335.0,279887.0,1789630.8,50628.7,496419.6,1942.2,6.0,0.000000
20000,dense,134,6,1,200000,0.001005,1.000000,5.0390,90,5:0.968135|6:0.030860|7:0.000340|8:0.000095|9:0.000080|10:0.000040|11:0.000060|12:0.000025|13:0.000050|14:0.000035|15:0.000025|16:0.000010|17:0.000025|18:0.000035|19:0.000020|20:0.000025|21:0.000030|22:0.000020|24:0.000010|25:0.000010|26:0.000005|27:0.000005|28:0.000005|31:0.000010|32:0.000010|36:0.000015|44:0.000005|48:0.000005|56:0.000005|90:0.000005,317.28,17.94,421,312.24,19822.72,312.28,7.7281,50335.0,279884.4,1788645.0,50493.8,495988.5,1939.7,6.0,0.000000
20000,ldpcdense_s134_d12_h12,134,12,0,200000,0.000485,1.000000,12.0022,52,12:0.999515|13:0.000300|14:0.000025|15:0.000010|16:0.000010|17:0.000025|18:0.000030|20:0.000005|23:0.000010|24:0.000015|25:0.000005|28:0.000005|29:0.000015|30:0.000010|34:0.000005|37:0.000005|39:0.000005|52:0.000005,262.21,20.06,388,250.20,19895.79,250.21,7.7286,110498.0,199148.4,1972910.5,34576.9,273732.4,3290.5,12.0,0.000000
20000,ldpcdense_s134_d12_h12,134,12,1,200000,0.000090,1.000000,11.0017,78,11:0.999430|12:0.000480|13:0.000020|14:0.000005|15:0.000005|16:0.000005|19:0.000010|20:0.000010|24:0.000015|32:0.000005|36:0.000005|44:0.000005|78:0.000005,261.80,20.01,387,250.80,19896.20,250.80,7.7281,110498.0,199153.0,1971976.6,34470.2,273517.6,3285.6,12.0,0.000000
20000,ldpcdense_s134_d12_s2_h12,134,12,0,200000,0.000710,1.000000,12.0044,61,12:0.999290|13:0.000365|14:0.000025|15:0.000025|16:0.000025|17:0.000025|18:0.000025|19:0.000015|20:0.000020|21:0.000015|22:0.000015|23:0.000015|24:0.000030|25:0.000010|26:0.000015|28:0.000005|29:0.000015|33:0.000005|34:0.000010|35:0.000005|36:0.000010|37:0.000010|40:0.000005|43:0.000005|45:0.000005|47:0.000005|61:0.000005,262.80,20.09,389,250.79,19895.20,250.80,7.7286,70228.0,195796.4,1975669.4,34733.1,275611.5,3297.6,12.0,0.000000
20000,ldpcdense_s134_d12_s2_h12,134,12,1,200000,0.000260,1.000000,11.0030,86,11:0.999310|12:0.000430|13:0.000045|14:0.000050|15:0.000010|16:0.000020|17:0.000025|18:0.000015|19:0.000015|20:0.000005|21:0.000010|22:0.000005|24:0.000005|26:0.000015|30:0.000010|31:0.000005|34:0.000005|41:0.000005|44:0.000005|53:0.000005|86:0.000005,262.40,19.97,398,251.40,19895.60,251.40,7.7281,70228.0,195782.7,1974772.4,34625.7,275374.7,3292.8,12.0,0.000000
32000,dense,190,6,0,100000,0.017240,1.000000,6.0238,37,6:0.982760|7:0.016200|8:0.000260|9:0.000050|10:0.000150|11:0.000060|12:0.000060|13:0.000060|14:0.000080|15:0.000080|16:0.000020|18:0.000050|19:0.000030|20:0.000030|21:0.000020|22:0.000030|23:0.000010|24:0.000010|30:0.000010|31:0.000010|37:0.000020,461.15,22.52,597,455.12,31734.85,455.15,7.7282,80475.0,459865.3,4001721.8,106581.0,1523321.0,2802.9,6.0,0.000000
32000,dense,190,6,1,100000,0.001120,1.000000,5.0373,31,5:0.967880|6:0.031000|7:0.000380|8:0.000130|9:0.000110|10:0.000120|11:0.000040|12:0.000060|13:0.000030|14:0.000040|15:0.000030|16:0.000070|17:0.000010|18:0.000030|19:0.000010|22:0.000020|24:0.000030|31:0.000010,460.80,22.50,584,455.76,31735.20,455.80,7.7282,80475.0,459800.9,4000154.1,106421.2,1523211.1,2800.8,6.0,0.000000
32000,ldpcdense_s190_d12_h12,190,12,0,100000,0.000380,1.000000,12.0008,25,12:0.999620|13:0.000330|15:0.000010|18:0.000010|19:0.000010|25:0.000020,353.88,24.63,504,341.88,31860.12,341.88,7.7282,176694.0,323753.0,4300160.5,62918.8,679071.2,4390.6,12.0,0.000000
32000,ldpcdense_s190_d12_h12,190,12,1,100000,0.000020,1.000000,11.0006,19,11:0.999560|12:0.000420|16:0.000010|19:0.000010,353.50,24.54,506,342.50,31860.50,342.50,7.7282,176694.0,323806.8,4298872.9,62780.9,678751.5,4386.0,12.0,0.000000
32000,ldpcdense_s190_d12_s2_h12,190,12,0,100000,0.000790,1.000000,12.0029,33,12:0.999210|13:0.000380|14:0.000060|15:0.000120|17:0.000050|18:0.000030|19:0.000060|20:0.000010|21:0.000010|22:0.000020|23:0.000010|25:0.000010|28:0.000010|32:0.000010|33:0.000010,354.79,24.62,517,342.78,31859.21,342.79,7.7282,112312.0,318801.4,4307096.2,63239.2,684293.2,4401.4,12.0,0.000000
32000,ldpcdense_s190_d12_s2_h12,190,12,1,100000,0.000300,1.000000,11.0024,30,11:0.998940|12:0.000760|13:0.000080|14:0.000060|15:0.000020|16:0.000030|17:0.000020|18:0.000040|21:0.000010|23:0.000010|24:0.000010|25:0.000010|30:0.000010,354.40,24.46,505,343.40,31859.60,343.40,7.7282,112312.0,318785.4,4305696.3,63099.5,683922.2,4396.8,12.0,0.000000
48000,dense,370,6,0,50000,0.016100,1.000000,6.0161,7,6:0.983900|7:0.016100,778.43,27.46,924,772.41,47597.57,772.43,7.7282,120925.0,713503.7,10796025.1,303353.5,7340952.4,4706.6,6.0,0.000000
48000,dense,370,6,1,50000,0.000100,1.000000,5.0318,7,5:0.968320|6:0.031580|7:0.000100,778.28,27.46,931,773.25,47597.72,773.28,7.7278,120925.0,713495.1,10794411.6,303239.8,7346289.8,4705.7,6.0,0.000000
48000,ldpcdense_s370_d12_h12,370,12,0,50000,0.000340,1.000000,12.0003,13,12:0.999660|13:0.000340,597.35,29.78,761,585.35,47796.65,585.35,7.7282,265324.0,464238.5,11232626.1,178856.7,3288486.2,7312.2,12.0,0.000000
48000,ldpcdense_s370_d12_h12,370,12,1,50000,0.000000,1.000000,11.0006,12,11:0.999440|12:0.000560,597.16,29.70,776,586.16,47796.84,586.16,7.7278,265324.0,464267.9,11231909.4,178742.5,3290834.8,7310.0,12.0,0.000000
48000,ldpcdense_s370_d12_s2_h12,370,12,0,50000,0.000300,1.000000,12.0003,13,12:0.999700|13:0.000300,598.85,29.66,772,586.85,47795.15,586.85,7.7282,168582.0,461708.2,11248083.8,179752.4,3313209.4,7330.2,12.0,0.000000
48000,ldpcdense_s370_d12_s2_h12,370,12,1,50000,0.000000,1.000000,11.0006,12,11:0.999380|12:0.000620,598.74,29.68,765,587.74,47795.26,587.74,7.7278,168582.0,461734.4,11248248.4,179686.4,3317016.1,7328.9,12.0,0.000000
64000,dense,346,6,0,50000,0.017100,1.000000,6.0309,40,6:0.982900|7:0.015180|8:0.000420|9:0.000300|10:0.000160|11:0.000100|12:0.000080|13:0.000040|14:0.000060|15:0.000140|16:0.000060|17:0.000120|18:0.000100|19:0.000060|21:0.000020|22:0.000060|25:0.000020|27:0.000060|32:0.000020|33:0.000020|35:0.000020|36:0.000020|38:0.000020|40:0.000020,845.12,31.48,1009,839.09,63506.88,839.12,7.7287,160865.0,952510.9,14174999.7,357612.4,9403930.7,5106.7,6.0,0.000000
64000,dense,346,6,1,50000,0.001860,1.000000,5.0469,37,5:0.967380|6:0.030760|7:0.000320|8:0.000220|9:0.000140|10:0.000160|11:0.000120|12:0.000080|13:0.000060|14:0.000120|15:0.000080|16:0.000100|17:0.000020|18:0.000060|19:0.000020|20:0.000020|21:0.000040|22:0.000020|23:0.000080|25:0.000060|27:0.000040|29:0.000040|31:0.000040|37:0.000020,844.89,31.35,1009,839.84,63507.11,839.89,7.7284,160865.0,952965.8,14171683.3,357409.4,9406910.5,5105.3,6.0,0.000000
64000,ldpcdense_s346_d12_h12,346,12,0,50000,0.000520,1.000000,12.0023,29,12:0.999480|13:0.000260|14:0.000060|16:0.000020|17:0.000020|18:0.000020|19:0.000020|21:0.000040|24:0.000040|27:0.000020|29:0.000020,598.16,33.04,806,586.16,63771.84,586.16,7.7287,353240.0,653636.4,14777787.3,179442.0,3307707.2,7321.9,12.0,0.000000
64000,ldpcdense_s346_d12_h12,346,12,1,50000,0.000320,1.000000,11.0026,25,11:0.998980|12:0.000700|13:0.000100|14:0.000020|15:0.000040|16:0.000020|17:0.000020|19:0.000020|20:0.000020|21:0.000040|22:0.000020|25:0.000020,597.86,32.92,785,586.85,63772.14,586.86,7.7284,353240.0,653676.6,14774881.6,179258.5,3308112.4,7318.3,12.0,0.000000
64000,ldpcdense_s346_d12_s2_h12,346,12,0,50000,0.001560,1.000000,12.0090,39,12:0.998440|13:0.000560|14:0.000160|15:0.000060|16:0.000060|17:0.000080|18:0.000120|19:0.000140|20:0.000060|21:0.000080|22:0.000040|26:0.000020|27:0.000020|28:0.000020|29:0.000040|33:0.000020|34:0.000020|36:0.000020|39:0.000040,599.80,33.09,793,587.79,63770.20,587.80,7.7287,224546.0,646685.6,14801412.3,180429.2,3335185.0,7341.6,12.0,0.000000
64000,ldpcdense_s346_d12_s2_h12,346,12,1,50000,0.001080,1.000000,11.0094,36,11:0.998120|12:0.000800|13:0.000200|14:0.000040|15:0.000180|16:0.000060|17:0.000080|18:0.000160|20:0.000040|21:0.000020|22:0.000060|25:0.000060|26:0.000020|27:0.000020|28:0.000020|29:0.000040|30:0.000020|32:0.000020|33:0.000020|36:0.000020,599.49,32.93,790,588.48,63770.51,588.49,7.7284,224546.0,646728.5,14797962.0,180236.1,3335293.2,7337.9,12.0,0.000000
