K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu
1000,dense_d40_h8,40,8,2,6000,0.000000,1.000000,6.0182,8,6:0.982167|7:0.017500|8:0.000333,66.57,4.42,93,60.56,981.43,60.57,7.2284,2600.0,10468.7,23654.9,2225.5,4253.9
1000,dense_d25_h12,25,12,0,6000,0.002167,1.000000,12.0030,15,12:0.997833|13:0.001667|14:0.000167|15:0.000333,56.67,4.34,82,44.67,980.33,44.67,7.2364,2562.0,10178.6,19378.4,1615.1,2288.5
1000,dense_d25_h12,25,12,2,6000,0.000667,1.000000,10.0065,19,10:0.997000|11:0.002333|15:0.000333|16:0.000167|19:0.000167,55.76,4.36,82,45.75,981.24,45.76,7.2327,2562.0,10164.8,19293.4,1563.8,2269.9
1000,dense_d30_h12,30,12,0,6000,0.000500,1.000000,12.0005,13,12:0.999500|13:0.000500,61.70,4.38,84,49.70,980.30,49.70,7.2341,2575.0,10294.4,21380.6,1912.8,3008.4
1000,dense_d30_h12,30,12,2,6000,0.000167,1.000000,10.0022,14,10:0.998500|11:0.001167|12:0.000167|14:0.000167,60.77,4.35,85,50.77,981.23,50.77,7.2395,2575.0,10279.0,21317.6,1855.9,2981.4
1000,dense_d35_h12,35,12,0,6000,0.000333,1.000000,12.0003,13,12:0.999667|13:0.000333,66.61,4.54,87,54.61,980.39,54.61,7.2381,2587.0,10374.1,23322.2,2228.3,3846.1
1000,dense_d35_h12,35,12,2,6000,0.000000,1.000000,10.0010,11,10:0.999000|11:0.001000,65.62,4.37,90,55.62,981.38,55.62,7.2371,2587.0,10386.2,23270.7,2162.4,3798.4
1000,dense_d40_h12,40,12,0,6000,0.000333,1.000000,12.0003,13,12:0.999667|13:0.000333,71.48,4.44,93,59.48,980.52,59.48,7.2325,2600.0,10498.5,25222.9,2564.3,4811.2
1000,dense_d40_h12,40,12,2,6000,0.000000,1.000000,10.0008,11,10:0.999167|11:0.000833,70.59,4.43,89,60.58,981.41,60.59,7.2394,2600.0,10466.0,25188.2,2500.7,4778.6
1000,dense_d25_h16,25,16,0,6000,0.000500,1.000000,16.0007,18,16:0.999500|17:0.000333|18:0.000167,60.78,4.33,81,44.78,980.22,44.78,7.2323,2562.0,10168.6,20974.0,1856.2,2633.7
1000,dense_d25_h16,25,16,2,6000,0.000000,1.000000,14.0015,16,14:0.999000|15:0.000500|16:0.000500,59.80,4.42,86,45.80,981.20,45.80,7.2334,2562.0,10158.3,20922.6,1797.8,2610.4
1000,ldpc_s25_h8,25,8,0,6000,0.009500,1.000000,8.0162,16,8:0.990500|9:0.007167|10:0.000667|11:0.000667|12:0.000500|14:0.000167|16:0.000333,49.19,4.53,70,41.17,983.81,41.19,7.2364,3024.0,8489.6,17775.4,1219.7,1602.0
1000,ldpc_s25_h8,25,8,2,6000,0.003333,1.000000,6.0442,23,6:0.973333|7:0.021167|8:0.002167|9:0.001000|10:0.000667|11:0.000500|12:0.000333|13:0.000167|14:0.000167|15:0.000167|16:0.000167|23:0.000167,48.41,4.53,71,42.37,984.59,42.41,7.2353,3024.0,8476.1,17703.7,1181.9,1598.1
1000,ldpc_s35_h8,35,8,0,6000,0.003667,1.000000,8.0040,11,8:0.996333|9:0.003500|11:0.000167,58.35,4.65,78,50.35,984.65,50.35,7.2313,3034.0,8284.9,21811.5,1713.1,2735.5
1000,ldpc_s35_h8,35,8,2,6000,0.000000,1.000000,6.0162,8,6:0.984000|7:0.015833|8:0.000167,57.60,4.73,79,51.59,985.40,51.60,7.2383,3034.0,8272.6,21763.6,1670.1,2734.2
1000,ldpc_s45_h8,45,8,0,6000,0.003167,1.000000,8.0032,9,8:0.996833|9:0.003167,67.72,4.95,90,59.71,985.28,59.72,7.2366,3044.0,8113.6,25684.9,2304.8,4353.8
1000,ldpc_s45_h8,45,8,2,6000,0.000000,1.000000,6.0133,7,6:0.986667|7:0.013333,66.98,4.92,93,60.97,986.02,60.98,7.2331,3044.0,8101.0,25624.3,2254.9,4348.3
1000,ldpc_s25_h12,25,12,0,6000,0.001667,1.000000,12.0027,17,12:0.998333|13:0.001167|14:0.000333|17:0.000167,53.37,4.57,74,41.36,983.63,41.37,7.2446,3024.0,8486.6,19439.5,1434.1,1889.2
1000,ldpc_s25_h12,25,12,2,6000,0.000833,1.000000,10.0060,15,10:0.996500|11:0.002333|12:0.000333|13:0.000500|14:0.000167|15:0.000167,52.45,4.52,73,42.44,984.55,42.45,7.2323,3024.0,8479.9,19350.2,1385.3,1871.5
1000,ldpc_s35_h12,35,12,0,6000,0.000333,1.000000,12.0003,13,12:0.999667|13:0.000333,62.40,4.77,87,50.40,984.60,50.40,7.2355,3034.0,8281.4,23371.0,1958.0,3128.9
1000,ldpc_s35_h12,35,12,2,6000,0.000000,1.000000,10.0012,11,10:0.998833|11:0.001167,61.71,4.71,87,51.71,985.29,51.71,7.2373,3034.0,8269.2,23335.7,1914.9,3137.7
1000,ldpc_s25_h16,25,16,0,6000,0.000333,1.000000,16.0005,18,16:0.999667|17:0.000167|18:0.000167,57.32,4.57,77,41.32,983.68,41.32,7.2411,3024.0,8487.1,21013.4,1653.2,2172.9
1000,ldpc_s25_h16,25,16,2,6000,0.000000,1.000000,14.0007,16,14:0.999500|15:0.000333|16:0.000167,56.60,4.53,76,42.60,984.40,42.60,7.2386,3024.0,8473.6,20965.7,1611.6,2181.9
