K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu
3200,ldpc,62,6,2,4000,0.000250,1.000000,4.0695,13,4:0.933500|5:0.065250|6:0.001000|13:0.000250,105.50,8.44,138,101.43,3162.50,101.50,7.7342,9661.0,28103.4,124655.5,5600.3,18003.1
3200,ldpc,62,6,5,4000,0.000250,1.000000,1.4615,8,1:0.578250|2:0.384000|3:0.036750|4:0.000750|8:0.000250,104.03,8.37,142,102.57,3163.97,103.03,7.7274,9661.0,28099.4,124051.6,5446.1,17768.3
3200,ldpctri,62,6,0,4000,0.017000,1.000000,6.0170,7,6:0.983000|7:0.017000,106.17,8.53,148,100.15,3161.83,100.17,7.7271,9556.2,28075.3,124671.3,5671.8,18000.7
3200,ldpctri,62,6,1,4000,0.000250,1.000000,5.0320,7,5:0.968250|6:0.031500|7:0.000250,105.88,8.48,142,100.85,3162.12,100.88,7.7303,9555.9,28065.9,124690.0,5641.2,18026.5
3200,ldpctri,62,6,2,4000,0.000000,1.000000,4.0628,6,4:0.937750|5:0.061750|6:0.000500,105.39,8.39,141,101.33,3162.61,101.39,7.7296,9556.4,28060.5,124423.7,5588.8,17944.8
3200,ldpctri,62,6,5,4000,0.000000,1.000000,1.4745,4,1:0.566250|2:0.394250|3:0.038250|4:0.001250,104.25,8.35,140,102.77,3163.75,103.25,7.7281,9556.1,28045.4,124033.3,5468.5,17876.1
3200,ldpc2x,124,6,0,4000,0.016500,1.000000,6.0165,7,6:0.983500|7:0.016500,168.67,8.87,209,162.65,3161.33,162.67,7.7299,9723.0,26881.2,205507.7,14263.2,72923.6
3200,ldpc2x,124,6,1,4000,0.000250,1.000000,5.0308,7,5:0.969500|6:0.030250|7:0.000250,168.47,8.66,206,163.44,3161.53,163.47,7.7282,9723.0,26868.1,205401.1,14228.5,73085.6
3200,ldpc2x,124,6,2,4000,0.000000,1.000000,4.0610,6,4:0.939750|5:0.059500|6:0.000750,168.34,8.72,215,164.28,3161.66,164.34,7.7289,9723.0,26843.6,205382.2,14206.6,73363.6
3200,ldpc2x,124,6,5,4000,0.000000,1.000000,1.4710,4,1:0.570750|2:0.388500|3:0.039750|4:0.001000,166.92,8.44,215,165.45,3163.08,165.92,7.7277,9723.0,26857.9,204932.6,13965.9,72788.1
3200,ldpc_s31,31,6,0,4000,0.041750,1.000000,6.1798,31,6:0.958250|7:0.021750|8:0.003750|9:0.001750|10:0.002250|11:0.001500|12:0.001000|13:0.000250|14:0.001750|15:0.001500|16:0.000500|17:0.001000|18:0.001000|19:0.000500|20:0.000500|21:0.000500|22:0.000500|24:0.000250|25:0.000250|26:0.000250|27:0.000500|28:0.000250|31:0.000250,73.13,8.23,108,66.95,3163.87,67.13,7.7255,9630.0,29606.8,79375.0,2707.4,5838.9
3200,ldpc_s31,31,6,1,4000,0.019750,1.000000,5.1700,29,5:0.934500|6:0.045750|7:0.006250|8:0.001250|9:0.002250|10:0.000750|11:0.001750|12:0.000500|13:0.002000|14:0.001250|15:0.000750|16:0.000250|17:0.000250|18:0.000750|20:0.000750|22:0.000250|23:0.000250|25:0.000250|29:0.000250,72.92,8.36,113,67.75,3164.08,67.92,7.7301,9630.0,29558.9,79518.6,2693.2,5881.8
3200,ldpc_s31,31,6,2,4000,0.019000,1.000000,4.2335,38,4:0.909500|5:0.067000|6:0.004500|7:0.003000|8:0.002750|9:0.001250|10:0.001500|11:0.001750|12:0.001500|13:0.001500|14:0.000750|15:0.001250|16:0.000750|17:0.001000|18:0.000500|19:0.000250|20:0.000250|22:0.000250|25:0.000250|37:0.000250|38:0.000250,72.36,8.22,116,68.12,3164.64,68.36,7.7311,9630.0,29573.7,79248.8,2651.2,5821.3
3200,ldpc_s31,31,6,5,4000,0.014250,1.000000,1.6367,26,1:0.575000|2:0.355250|3:0.045500|4:0.003500|5:0.003500|6:0.003000|7:0.002500|8:0.002000|9:0.002250|10:0.001250|11:0.001000|12:0.001000|13:0.000500|14:0.000500|15:0.000500|16:0.000500|17:0.000250|18:0.000250|19:0.000500|21:0.000250|22:0.000250|23:0.000500|26:0.000250,70.98,7.79,106,69.34,3166.02,69.98,7.7258,9630.0,29550.5,78753.9,2548.8,5712.8
3200,ldpc_s15,15,6,0,4000,0.289750,1.000000,7.6795,49,6:0.710250|7:0.084750|8:0.039000|9:0.023250|10:0.018750|11:0.017000|12:0.013500|13:0.014000|14:0.011250|15:0.009500|16:0.006000|17:0.007750|18:0.007000|19:0.005750|20:0.004750|21:0.004000|22:0.002250|23:0.004250|24:0.003000|25:0.001750|26:0.002500|27:0.001500|28:0.001250|29:0.000750|30:0.001250|31:0.000500|32:0.000750|33:0.000250|34:0.000750|35:0.000750|36:0.000250|37:0.000500|38:0.000250|39:0.000250|43:0.000250|44:0.000250|49:0.000250,58.69,7.47,97,51.01,3162.31,52.69,7.7303,9614.0,31059.0,54235.3,1750.1,2988.4
3200,ldpc_s15,15,6,1,4000,0.229500,1.000000,6.8807,47,5:0.674000|6:0.096500|7:0.045750|8:0.030500|9:0.023000|10:0.017750|11:0.014750|12:0.012000|13:0.010000|14:0.009000|15:0.009000|16:0.009250|17:0.004000|18:0.006750|19:0.006000|20:0.004000|21:0.003750|22:0.002250|23:0.002500|24:0.002750|25:0.001250|26:0.002500|27:0.002500|28:0.001250|29:0.002000|30:0.001250|31:0.000500|32:0.000250|33:0.001000|34:0.001000|35:0.000500|36:0.000250|37:0.000250|38:0.000750|40:0.000500|41:0.000250|46:0.000250|47:0.000250,58.49,7.40,105,51.61,3162.51,53.49,7.7312,9614.0,31062.2,54184.9,1737.5,3008.4
3200,ldpc_s15,15,6,2,4000,0.219250,1.000000,6.1742,43,4:0.602250|5:0.132500|6:0.046000|7:0.035500|8:0.028250|9:0.026250|10:0.019000|11:0.012250|12:0.012500|13:0.014250|14:0.010000|15:0.008250|16:0.008000|17:0.005250|18:0.004250|19:0.003500|20:0.005250|21:0.003500|22:0.002750|23:0.002000|24:0.001750|25:0.002000|26:0.002750|27:0.001750|28:0.002250|29:0.001250|30:0.001000|31:0.000500|32:0.001500|34:0.000750|36:0.000250|37:0.000750|38:0.000250|39:0.000500|40:0.000250|41:0.000250|42:0.000250|43:0.000500,57.90,7.39,90,51.72,3163.10,53.90,7.7242,9614.0,31063.7,53868.5,1702.9,2970.4
3200,ldpc_s15,15,6,5,4000,0.189000,1.000000,4.3167,42,1:0.257750|2:0.290250|3:0.116500|4:0.061750|5:0.046750|6:0.038000|7:0.028500|8:0.025000|9:0.016000|10:0.016000|11:0.016500|12:0.011750|13:0.010500|14:0.009250|15:0.008500|16:0.007000|17:0.006250|18:0.003500|19:0.004500|20:0.005000|21:0.003500|22:0.003250|23:0.002000|24:0.001750|25:0.001750|26:0.001250|27:0.001000|28:0.001000|29:0.001250|30:0.001000|31:0.000750|32:0.000750|33:0.000250|37:0.000500|38:0.000500|42:0.000250,56.34,7.28,90,52.02,3164.66,55.34,7.7256,9614.0,31082.8,53422.0,1613.4,2887.3
3200,ldpc_s31_h12,31,12,0,4000,0.011750,1.000000,12.0585,37,12:0.988250|13:0.003750|14:0.001250|15:0.000750|16:0.001250|17:0.000750|18:0.000750|19:0.000500|20:0.000750|21:0.000250|22:0.000500|23:0.000250|24:0.000500|32:0.000250|37:0.000250,80.06,8.15,118,68.00,3162.94,68.06,7.7298,9630.0,29559.5,88700.4,3237.5,7056.4
3200,ldpc_s31_h12,31,12,1,4000,0.011750,1.000000,11.0808,35,11:0.984000|12:0.004250|13:0.002500|14:0.001000|15:0.001000|16:0.001000|17:0.002000|18:0.001000|19:0.000250|20:0.000500|21:0.000500|22:0.000250|23:0.000500|24:0.000500|26:0.000250|27:0.000250|35:0.000250,79.44,8.31,117,68.36,3163.56,68.44,7.7235,9630.0,29598.4,88369.7,3189.3,6997.7
3200,ldpc_s31_h12,31,12,2,4000,0.007000,1.000000,10.0635,30,10:0.984750|11:0.007500|12:0.000750|13:0.001250|14:0.000750|15:0.001250|16:0.000750|17:0.000750|19:0.000500|21:0.000250|22:0.000250|23:0.000250|26:0.000250|28:0.000250|29:0.000250|30:0.000250,78.74,7.97,122,68.68,3164.26,68.74,7.7249,9630.0,29558.4,88220.9,3131.4,6887.2
3200,ldpc_s31_h12,31,12,5,4000,0.006000,1.000000,7.0930,33,7:0.977000|8:0.010000|9:0.002250|10:0.001250|11:0.002250|12:0.001250|13:0.001250|14:0.000500|15:0.000500|16:0.000750|17:0.000500|18:0.001000|19:0.001000|20:0.000250|33:0.000250,77.71,8.06,115,70.62,3165.29,70.71,7.7309,9630.0,29545.4,87864.4,3051.9,6907.1
3200,heavyonly_h16,0,16,0,4000,0.532500,1.000000,19.3453,58,16:0.467500|17:0.119500|18:0.078250|19:0.046250|20:0.043000|21:0.034750|22:0.029500|23:0.025250|24:0.022500|25:0.018750|26:0.014500|27:0.012000|28:0.010250|29:0.010250|30:0.010250|31:0.006500|32:0.006750|33:0.007250|34:0.005250|35:0.006000|36:0.003000|37:0.002750|38:0.003750|39:0.002500|40:0.002750|41:0.001250|42:0.001500|43:0.001000|44:0.001000|45:0.000250|46:0.000750|47:0.000500|48:0.000500|50:0.000750|51:0.000500|52:0.000750|53:0.000750|55:0.000750|57:0.000500|58:0.000250,63.42,7.23,93,44.07,3152.58,47.42,7.7280,0.0,23859.4,45665.5,2036.9,3125.8
3200,heavyonly_h16,0,16,1,4000,0.463000,1.000000,18.8535,58,15:0.406500|16:0.130500|17:0.077500|18:0.053000|19:0.043250|20:0.042750|21:0.033500|22:0.028000|23:0.025000|24:0.020750|25:0.018250|26:0.016750|27:0.014750|28:0.013000|29:0.010500|30:0.008000|31:0.008750|32:0.005500|33:0.008250|34:0.007250|35:0.002750|36:0.004000|37:0.002750|38:0.002000|39:0.001750|40:0.002250|41:0.001000|42:0.002000|43:0.002000|44:0.000750|45:0.001750|46:0.000500|47:0.000250|48:0.000500|49:0.001500|50:0.000750|51:0.000250|52:0.000500|53:0.000250|54:0.000250|56:0.000250|58:0.000250,62.93,7.31,96,44.07,3153.07,47.93,7.7309,0.0,23874.2,45515.6,2006.4,3113.7
3200,heavyonly_h16,0,16,2,4000,0.437500,1.000000,18.1513,63,14:0.338500|15:0.136250|16:0.087750|17:0.061000|18:0.055250|19:0.045000|20:0.041750|21:0.039000|22:0.028500|23:0.026000|24:0.023500|25:0.014250|26:0.014750|27:0.014750|28:0.010250|29:0.009750|30:0.005000|31:0.008500|32:0.006250|33:0.003500|34:0.005000|35:0.004750|36:0.004000|37:0.003250|38:0.002250|39:0.002000|40:0.001500|41:0.000500|42:0.001000|43:0.000250|44:0.000750|45:0.000750|46:0.000750|47:0.000750|48:0.000250|50:0.000250|51:0.000500|52:0.000250|54:0.000750|59:0.000250|61:0.000500|63:0.000250,62.53,7.27,100,44.38,3153.47,48.53,7.7313,0.0,23871.6,45286.2,1981.0,3111.3
3200,heavyonly_h16,0,16,5,4000,0.402250,1.000000,16.9415,64,11:0.170750|12:0.113500|13:0.094000|14:0.087000|15:0.069250|16:0.063250|17:0.053250|18:0.047500|19:0.046750|20:0.039500|21:0.036250|22:0.030750|23:0.018500|24:0.019750|25:0.017750|26:0.012250|27:0.009250|28:0.008750|29:0.008750|30:0.005000|31:0.007750|32:0.006500|33:0.003750|34:0.003500|35:0.002750|36:0.004500|37:0.003750|38:0.002250|39:0.002250|40:0.001750|41:0.001000|42:0.000750|43:0.001500|44:0.001000|45:0.000750|46:0.001000|47:0.000250|48:0.000250|49:0.000500|50:0.000250|51:0.000500|52:0.000750|53:0.000250|55:0.000500|64:0.000250,60.94,7.18,94,44.00,3155.06,49.94,7.7283,0.0,23867.8,44703.8,1882.5,3039.6
3200,heavyonly_h32,0,32,0,4000,0.055500,1.000000,32.3035,62,32:0.944500|33:0.013750|34:0.007500|35:0.006750|36:0.003750|37:0.003250|38:0.002250|39:0.003750|40:0.001500|41:0.002750|42:0.001750|43:0.001250|44:0.001750|45:0.001000|46:0.000750|47:0.001000|48:0.000250|49:0.000250|50:0.000750|51:0.000250|52:0.000250|53:0.000250|54:0.000250|57:0.000250|62:0.000250,81.93,7.34,119,49.62,3150.07,49.93,7.7285,0.0,23854.6,71335.7,3382.7,5419.5
3200,heavyonly_h32,0,32,1,4000,0.047500,1.000000,31.3758,65,31:0.933500|32:0.019000|33:0.009750|34:0.004250|35:0.005250|36:0.004500|37:0.003750|38:0.003500|39:0.002500|40:0.001500|41:0.001250|42:0.002000|43:0.000500|44:0.002000|45:0.001000|46:0.000500|47:0.000500|48:0.000750|49:0.000750|50:0.000750|51:0.000500|53:0.000250|56:0.000250|57:0.000500|58:0.000500|60:0.000250|65:0.000250,81.46,7.27,113,50.08,3150.54,50.46,7.7282,0.0,23854.3,71269.6,3343.9,5410.8
3200,heavyonly_h32,0,32,2,4000,0.036500,1.000000,30.3652,64,30:0.936250|31:0.016500|32:0.010750|33:0.004750|34:0.003750|35:0.005500|36:0.003750|37:0.002750|38:0.002500|39:0.001750|40:0.001500|41:0.001500|42:0.000250|43:0.001000|44:0.001000|45:0.000750|46:0.000750|47:0.000750|48:0.000500|49:0.000500|50:0.000750|51:0.000750|52:0.000250|53:0.000250|54:0.000250|56:0.000250|57:0.000250|59:0.000250|64:0.000250,81.03,7.29,114,50.67,3150.97,51.03,7.7312,0.0,23853.9,71136.5,3309.3,5415.8
3200,heavyonly_h32,0,32,5,4000,0.028000,1.000000,27.4475,62,27:0.913500|28:0.027250|29:0.009250|30:0.008750|31:0.007000|32:0.006250|33:0.003750|34:0.004500|35:0.003250|36:0.001750|37:0.001750|38:0.002000|39:0.001750|40:0.002250|41:0.001000|42:0.001250|43:0.000500|44:0.000750|45:0.001000|46:0.000500|47:0.000500|48:0.000500|51:0.000250|55:0.000250|57:0.000250|62:0.000250,79.48,7.14,116,52.04,3152.52,52.48,7.7326,0.0,23862.8,70701.1,3184.1,5352.5
3200,heavyonly_h64,0,64,0,4000,0.000250,1.000000,64.0007,67,64:0.999750|67:0.000250,116.98,7.34,154,52.98,3147.02,52.98,7.7221,0.0,23817.6,118302.9,6868.8,11571.9
3200,heavyonly_h64,0,64,1,4000,0.000250,1.000000,63.0033,74,63:0.999250|64:0.000500|74:0.000250,116.30,7.36,152,53.30,3147.70,53.30,7.7258,0.0,23833.2,118094.2,6790.0,11510.2
3200,heavyonly_h64,0,64,2,4000,0.000250,1.000000,62.0012,67,62:0.999750|67:0.000250,116.08,7.40,150,54.08,3147.92,54.08,7.7280,0.0,23835.7,118175.8,6764.7,11634.7
3200,heavyonly_h64,0,64,5,4000,0.000000,1.000000,59.0000,59,59:1.000000,114.71,7.28,149,55.71,3149.29,55.71,7.7295,0.0,23836.8,117661.1,6605.3,11692.2
3200,densesparse_w32,62,6,0,4000,0.687750,1.000000,7.7900,23,6:0.312250|7:0.252500|8:0.158750|9:0.107750|10:0.066250|11:0.046750|12:0.026500|13:0.014250|14:0.008000|15:0.002250|16:0.001500|17:0.002000|19:0.000500|20:0.000250|21:0.000250|23:0.000250,108.28,8.28,143,100.49,3159.72,102.28,7.7252,1922.0,24111.6,124231.1,5895.9,19081.2
3200,densesparse_w32,62,6,1,4000,0.575250,1.000000,7.4307,22,5:0.209750|6:0.215000|7:0.183000|8:0.131500|9:0.091750|10:0.063250|11:0.042500|12:0.028000|13:0.013750|14:0.011000|15:0.006750|16:0.002500|17:0.000500|18:0.000250|19:0.000250|22:0.000250,107.97,8.48,148,100.54,3160.03,102.97,7.7254,1922.0,24100.3,124055.9,5864.2,19117.9
3200,densesparse_w32,62,6,2,4000,0.518750,1.000000,7.0602,20,4:0.133250|5:0.176500|6:0.171500|7:0.160250|8:0.121000|9:0.080000|10:0.055000|11:0.042000|12:0.023250|13:0.021000|14:0.008500|15:0.004000|16:0.002500|17:0.000500|18:0.000250|20:0.000500,107.74,8.38,141,100.68,3160.26,103.74,7.7290,1922.0,24103.0,123951.3,5839.2,19171.1
3200,densesparse_w32,62,6,5,4000,0.477000,1.000000,6.6930,19,1:0.004500|2:0.029500|3:0.081250|4:0.116000|5:0.141000|6:0.150750|7:0.127250|8:0.109500|9:0.083000|10:0.057500|11:0.042750|12:0.024000|13:0.013500|14:0.010500|15:0.003750|16:0.003500|17:0.001250|18:0.000250|19:0.000250,106.61,8.14,143,99.91,3161.39,105.61,7.7256,1922.0,24096.4,123577.7,5715.5,19087.1
3200,densesparse_w64,62,6,0,4000,0.249750,1.000000,6.3412,13,6:0.750250|7:0.185750|8:0.044250|9:0.013500|10:0.005500|11:0.000250|12:0.000250|13:0.000250,108.00,8.69,151,101.66,3160.00,102.00,7.7267,3906.0,25372.2,124602.5,5869.5,18968.8
3200,densesparse_w64,62,6,1,4000,0.134250,1.000000,5.5970,12,5:0.609250|6:0.256500|7:0.087750|8:0.030000|9:0.011250|10:0.002750|11:0.001250|12:0.001250,107.71,8.59,151,102.12,3160.29,102.71,7.7313,3906.0,25377.0,124425.5,5837.8,18991.9
3200,densesparse_w64,62,6,2,4000,0.092250,1.000000,4.9240,13,4:0.459000|5:0.314000|6:0.134750|7:0.052250|8:0.023250|9:0.011750|10:0.004000|11:0.000500|13:0.000500,107.47,8.33,148,102.54,3160.53,103.47,7.7300,3906.0,25368.2,124396.2,5809.0,19019.5
3200,densesparse_w64,62,6,5,4000,0.070750,1.000000,3.7258,17,1:0.056000|2:0.203500|3:0.257750|4:0.200250|5:0.131000|6:0.080750|7:0.040500|8:0.015250|9:0.010000|10:0.003750|11:0.000500|12:0.000250|13:0.000250|17:0.000250,106.13,8.28,147,102.41,3161.87,105.13,7.7252,3906.0,25358.8,123913.4,5666.3,18849.3
3200,dense_d31_h12,31,12,0,4000,0.006500,1.000000,12.0262,28,12:0.993500|13:0.001750|14:0.001250|15:0.001250|16:0.000750|17:0.000250|19:0.000250|21:0.000250|22:0.000250|26:0.000250|28:0.000250,86.32,7.18,136,74.29,3156.68,74.32,7.7259,8077.0,36965.6,88405.3,3751.1,8855.2
3200,dense_d31_h12,31,12,1,4000,0.009250,1.000000,11.0617,28,11:0.986750|12:0.004000|13:0.002000|14:0.001000|15:0.001000|16:0.000750|17:0.000500|18:0.000750|19:0.000750|20:0.000750|21:0.000500|22:0.000250|23:0.000250|24:0.000250|26:0.000250|28:0.000250,85.88,7.27,119,74.82,3157.12,74.88,7.7253,8077.0,36941.5,88514.1,3713.8,8835.6
3200,dense_d31_h12,31,12,2,4000,0.007250,1.000000,10.0702,32,10:0.985250|11:0.005500|12:0.002000|13:0.001500|14:0.000750|15:0.001000|16:0.000750|17:0.000250|18:0.000250|19:0.000250|20:0.000250|21:0.000250|22:0.000250|23:0.000250|24:0.000500|27:0.000250|28:0.000250|30:0.000250|32:0.000250,85.40,7.32,120,75.33,3157.60,75.40,7.7279,8077.0,36937.1,88134.7,3673.3,8802.3
3200,dense_d31_h12,31,12,5,4000,0.008500,1.000000,7.1277,38,7:0.973500|8:0.009750|9:0.003500|10:0.002250|11:0.001500|12:0.001000|13:0.001500|14:0.001250|15:0.001250|16:0.000750|17:0.000750|18:0.000500|19:0.000250|21:0.000250|22:0.000500|23:0.000250|25:0.000250|26:0.000250|27:0.000250|30:0.000250|38:0.000250,84.35,7.29,119,77.23,3158.65,77.35,7.7309,8077.0,36885.9,87965.0,3584.2,8807.7
